시간,군남방류,한탄강방류,방류량합계,임진수위,삼화수위,비룡수위,통일수위
202008060630 ,11264.402,1914.151,13178.553,11.52,19.14,13.32,9.13
202008060640 ,11233.419,1913.921,13147.34,11.53,19.15,13.33,9.15
202008060650 ,11023.046,1913.921,12936.967,11.52,19.21,13.32,9.16
202008060700 ,10986.883,1913.792,12900.675,11.52,19.17,13.32,9.17
202008060710 ,10945.384,1913.831,12859.215,11.47,19.23,13.33,9.2
202008060720 ,10904.173,1913.882,12818.055,11.49,19.24,13.36,9.21
202008060730 ,10861.12,1913.908,12775.028,11.45,19.22,13.31,9.23
202008060740 ,10814.538,1914.217,12728.755,11.45,19.26,13.34,9.24
202008060750 ,10777.361,1914.118,12691.479,11.46,19.23,13.31,9.28
202008060800 ,10734.578,1914.302,12648.88,11.4,19.17,13.34,9.32
202008060810 ,10693.525,1914.38,12607.905,11.42,19.23,13.36,9.34
202008060820 ,10649.477,1914.879,12564.356,11.42,19.24,13.35,9.37
202008060830 ,10605.774,1914.561,12520.335,11.42,19.26,13.33,9.4
202008060840 ,10572.68,1914.705,12487.385,11.39,19.23,13.34,9.42
202008060850 ,10528.545,1915.395,12443.94,11.38,19.25,13.34,9.45
202008060900 ,10488.229,1915.098,12403.327,11.32,19.25,13.36,9.46
202008060910 ,10454.203,1915.227,12369.43,11.33,19.3,13.34,9.47
202008060920 ,10418.751,1915.339,12334.09,11.35,19.25,13.34,9.46
202008060930 ,10385.089,1915.609,12300.698,11.32,19.27,13.36,9.46
202008060940 ,10347.719,1915.634,12263.353,11.36,19.26,13.35,9.45
202008060950 ,10286.792,1915.673,12202.465,11.31,19.26,13.32,9.45
202008061000 ,9663.49,1915.751,11579.241,11.24,19.25,13.37,9.44
202008061010 ,9800.74,1915.882,11716.622,11.16,19.2,13.35,9.45
202008061020 ,9809.779,1916.572,11726.351,11.12,19.15,13.34,9.45
202008061030 ,9799.11,1917.065,11716.175,11.08,19.15,13.37,9.45
202008061040 ,9832.971,1916.605,11749.576,11.04,19.14,13.34,9.45
202008061050 ,9914.377,1918.037,11832.414,11.03,19.12,13.32,9.45
202008061100 ,9892.208,1919.125,11811.333,11,19.1,13.28,9.46
202008061110 ,9868.644,1917.324,11785.968,11.02,19.08,13.26,9.45
202008061120 ,9843.669,1917.324,11760.993,11,19.06,13.26,9.44
202008061130 ,9824.171,1918.014,11742.185,10.97,19.03,13.25,9.42
202008061140 ,9799.841,1916.667,11716.508,10.93,18.98,13.23,9.42
202008061150 ,9771.476,1916.733,11688.209,10.87,18.95,13.22,9.41
202008061200 ,9742.533,1916.733,11659.266,10.91,18.93,13.18,9.4
202008061210 ,9713.734,1916.733,11630.467,10.87,18.91,13.12,9.39
202008061220 ,9686.103,1917.653,11603.756,10.85,18.89,13.14,9.38
202008061230 ,9655.417,1919.69,11575.107,10.82,18.85,13.12,9.37
202008061240 ,9624.093,1916.864,11540.957,10.8,18.87,13.11,9.37
202008061250 ,9596.011,1918.231,11514.242,10.78,18.78,13.07,9.33
202008061300 ,9563.797,1918.562,11482.359,10.75,18.74,13.04,9.32
202008061310 ,9529.772,1917.078,11446.85,10.7,18.71,13.03,9.33
202008061320 ,9495.713,1916.769,11412.482,10.68,18.69,13,9.33
202008061330 ,9459.244,1917.118,11376.362,10.61,18.66,12.93,9.31
202008061340 ,9423.497,1916.483,11339.98,10.57,18.59,12.94,9.32
202008061350 ,9392.063,1916.594,11308.657,10.55,18.6,12.88,9.3
202008061400 ,9354.648,1916.426,11271.074,10.5,18.58,12.88,9.29
202008061410 ,9319.954,1917.551,11237.505,10.46,18.49,12.85,9.28
202008061420 ,9283.922,1915.799,11199.721,10.43,18.43,12.78,9.27
202008061430 ,9244.809,1914.118,11158.927,10.39,18.45,12.75,9.25
202008061440 ,9210.735,1913.766,11124.501,10.35,18.35,12.72,9.24
202008061450 ,9167.8,1913.242,11081.042,10.31,18.33,12.67,9.21
202008061500 ,9126.218,1914.677,11040.895,10.25,18.29,12.65,9.18
202008061510 ,9094.458,1916.611,11011.069,10.22,18.22,12.62,9.16
202008061520 ,9054.516,1914.234,10968.75,10.19,18.22,12.58,9.15
202008061530 ,9012.649,1911.858,10924.507,10.13,18.15,12.54,9.14
202008061540 ,8971.475,1910.801,10882.276,10.1,18.11,12.51,9.13
202008061550 ,8933.125,1910.234,10843.359,10.05,18.1,12.47,9.11
202008061600 ,8895.72,1909.712,10805.432,10.03,18.02,12.42,9.09
202008061610 ,8851.296,1912.744,10764.04,9.97,17.99,12.39,9.07
202008061620 ,8816.175,1908.346,10724.521,9.95,17.94,12.35,9.07
202008061630 ,8773.369,1907.632,10681.001,9.88,17.92,12.34,9.04
202008061640 ,8736.454,1906.96,10643.414,9.83,17.88,12.25,9.03
202008061650 ,8696.799,1906.196,10602.995,9.8,17.81,12.23,9.02
202008061700 ,8655.935,1905.32,10561.255,9.76,17.76,12.19,8.99
202008061710 ,8612.886,1904.574,10517.46,9.7,17.74,12.15,8.98
202008061720 ,8575.749,1903.738,10479.487,9.66,17.7,12.09,8.95
202008061730 ,8534.679,1902.922,10437.601,9.63,17.63,12.06,8.94
202008061740 ,8491.415,1901.914,10393.329,9.62,17.6,12.01,8.91
202008061750 ,8454.654,1900.993,10355.647,9.56,17.53,11.9,8.89
202008061800 ,8406.295,1900.02,10306.315,9.49,17.53,11.96,8.87
202008061810 ,8362.649,1899.04,10261.689,9.45,17.47,11.89,8.83
202008061820 ,8320.481,1899.762,10220.243,9.42,17.45,11.87,8.81
202008061830 ,8278.047,1900.09,10178.137,9.38,17.41,11.81,8.79
202008061840 ,8233.725,1897.632,10131.357,9.35,17.36,11.77,8.77
202008061850 ,8188.814,1898.354,10087.168,9.3,17.34,11.74,8.75
202008061900 ,8144.701,1895.344,10040.045,9.26,17.27,11.71,8.73
202008061910 ,8102.33,1919.749,10022.079,9.2,17.2,11.64,8.7
202008061920 ,8052.672,1933.518,9986.19,9.19,17.21,11.61,8.69
202008061930 ,8004.273,1929.936,9934.209,9.14,17.17,11.56,8.67
202008061940 ,7958.193,1929.109,9887.302,9.05,17.11,11.52,8.65
202008061950 ,7908.087,1928.089,9836.176,9.05,17.01,11.48,8.63
202008062000 ,7858.15,1927.643,9785.793,9,17,11.44,8.61
202008062010 ,7801.184,1927.331,9728.515,8.95,16.97,11.38,8.59
202008062020 ,7749.655,1924.47,9674.125,8.92,16.91,11.35,8.58
202008062030 ,7701.349,1929.511,9630.86,8.89,16.9,11.31,8.57
202008062040 ,7645.888,1939.263,9585.151,8.84,16.87,11.25,8.57
202008062050 ,7594.636,1938.287,9532.923,8.79,16.82,11.24,8.56
202008062100 ,7535.026,1936.724,9471.75,8.76,16.77,11.19,8.54
202008062110 ,7480.144,1935.604,9415.748,8.7,16.75,11.15,8.53
202008062120 ,7426.356,1934.883,9361.239,8.64,16.69,11.1,8.52
202008062130 ,7367.807,1932.242,9300.049,8.63,16.64,11.06,8.51
202008062140 ,7311.24,1930.25,9241.49,8.59,16.59,11.03,8.49
202008062150 ,7245.038,1928.946,9173.984,8.54,16.56,10.97,8.45
202008062200 ,7185.008,1926.731,9111.739,8.48,16.53,10.95,8.43
202008062210 ,7120.452,1943.046,9063.498,8.45,16.49,10.9,8.4
202008062220 ,7057.649,1941.714,8999.363,8.39,16.45,10.86,8.37
202008062230 ,6992.855,1940.389,8933.244,8.37,16.43,10.83,8.34
202008062240 ,6925.68,1939.399,8865.079,8.31,16.35,10.76,8.3
202008062250 ,6854.388,1937.156,8791.544,8.26,16.3,10.73,8.26
202008062300 ,6780.742,1935.507,8716.249,8.22,16.24,10.68,8.22
202008062310 ,6712.326,1933.634,8645.96,8.16,16.23,10.66,8.19
202008062320 ,6634.196,1931.952,8566.148,8.1,16.17,10.63,8.16
202008062330 ,6562.738,1929.509,8492.247,8.06,16.11,10.58,8.12
202008062340 ,6479.881,1927.49,8407.371,8.03,16.08,10.53,8.09
202008062350 ,6396.57,1925.781,8322.351,7.98,16.04,10.51,8.05
202008062400 ,6297.178,1926.528,8223.706,7.92,15.98,10.45,8.01
202008070010 ,6191.749,1937.033,8128.782,7.87,15.94,10.41,7.98
202008070020 ,6081.188,1935.507,8016.695,7.88,15.89,10.36,7.94
202008070030 ,5960.762,1933.748,7894.51,7.85,15.87,10.34,7.91
202008070040 ,5843.32,1932.77,7776.09,7.79,15.84,10.27,7.88
202008070050 ,5754.874,1929.231,7684.105,7.75,15.8,10.2,7.85
202008070100 ,5674.886,1926.512,7601.398,7.68,15.76,10.21,7.82
202008070110 ,5596.819,1924.6,7521.419,7.62,15.73,10.17,7.79
202008070120 ,5532.294,1924.522,7456.816,7.55,15.65,10.12,7.77
202008070130 ,5474.665,1946.173,7420.838,7.47,15.58,10.07,7.73
202008070140 ,5417.54,1942.465,7360.005,7.4,15.55,10.04,7.71
202008070150 ,5355.883,1938.617,7294.5,7.36,15.52,9.99,7.69
202008070200 ,5288.613,1936.148,7224.761,7.27,15.41,9.95,7.66
202008070210 ,5218.566,1933.613,7152.179,7.24,15.35,9.9,7.63
202008070220 ,5160.925,1931.965,7092.89,7.15,15.31,9.85,7.62
202008070230 ,5095.712,1928.884,7024.596,7.07,15.26,9.81,7.58
202008070240 ,5034.303,1925.762,6960.065,6.97,15.17,9.76,7.56
202008070250 ,4975.032,1923.187,6898.219,6.96,15.11,9.7,7.53
202008070300 ,4919.187,1920.553,6839.74,6.87,15.06,9.66,7.51
202008070310 ,4864.164,1917.809,6781.973,6.83,15.04,9.6,7.49
202008070320 ,4808.59,1916.389,6724.979,6.75,14.95,9.56,7.47
202008070330 ,4748.12,1913.075,6661.195,6.71,14.87,9.5,7.44
202008070340 ,4670.23,1910.71,6580.94,6.66,14.84,9.44,7.41
202008070350 ,4589.11,1910.822,6499.932,6.63,14.78,9.39,7.39
202008070400 ,4524.93,1907.522,6432.452,6.56,14.69,9.35,7.35
202008070410 ,4454.82,1905.142,6359.962,6.5,14.7,9.28,7.33
202008070420 ,4385.26,1937.365,6322.625,6.45,14.63,9.23,7.3
202008070430 ,4331.8,1957.579,6289.379,6.4,14.54,9.18,7.27
202008070440 ,4281.2,1953.918,6235.118,6.37,14.53,9.14,7.25
202008070450 ,4224.01,1950.963,6174.973,6.3,14.46,9.09,7.22
202008070500 ,4171.28,1947.486,6118.766,6.26,14.39,9.04,7.19
202008070510 ,4128.13,1944.299,6072.429,6.18,14.34,8.99,7.16
202008070520 ,4083.97,1940.666,6024.636,6.15,14.31,8.9,7.13
202008070530 ,4058.35,1936.758,5995.108,6.07,14.21,8.89,7.1
202008070540 ,4005.01,1933.589,5938.599,6.04,14.21,8.82,7.07
202008070550 ,3971.4,1929.971,5901.371,6,14.08,8.78,7.04
202008070600 ,3938.9,1926.237,5865.137,5.93,14.02,8.75,7.01
202008070610 ,3894.68,1919.904,5814.584,5.9,14,8.68,6.97
202008070620 ,3859.84,1915.521,5775.361,5.89,13.96,8.6,6.94
202008070630 ,3825.7,1912.485,5738.185,5.81,13.91,8.6,6.91
202008070640 ,3788.74,1906.825,5695.565,5.77,13.86,8.53,6.88
202008070650 ,3753.11,1904.341,5657.451,5.72,13.85,8.49,6.85
202008070700 ,3726.65,1899.419,5626.069,5.67,13.8,8.45,6.82
202008070710 ,3693.35,1909.741,5603.091,5.65,13.73,8.4,6.79
202008070720 ,3653.89,1953.222,5607.112,5.62,13.67,8.35,6.76
202008070730 ,3625.22,1950.263,5575.483,5.58,13.62,8.3,6.73
202008070740 ,3596.53,1945.619,5542.149,5.52,13.58,8.27,6.72
202008070750 ,3562.76,1938.711,5501.471,5.49,13.54,8.22,6.7
202008070800 ,3529.65,1935.985,5465.635,5.46,13.55,8.18,6.69
202008070810 ,3499.2,1931.174,5430.374,5.43,13.46,8.13,6.69
202008070820 ,3474.49,1926.114,5400.604,5.39,13.42,8.1,6.67
202008070830 ,3446.33,1920.947,5367.277,5.34,13.37,8.06,6.67
202008070840 ,3418.88,1915.879,5334.759,5.3,13.33,8,6.67
202008070850 ,3387.3,1910.373,5297.673,5.27,13.29,7.98,6.67
202008070900 ,3363.29,1911.624,5274.914,5.24,13.21,7.93,6.67
202008070910 ,3331.52,1929.234,5260.754,5.21,13.22,7.89,6.66
202008070920 ,3307.95,1923.474,5231.424,5.19,13.19,7.86,6.64
202008070930 ,3277.58,1917.26,5194.84,5.13,13.12,7.81,6.62
202008070940 ,3252.75,1911.445,5164.195,5.1,13.1,7.78,6.6
202008070950 ,3229.18,1934.149,5163.329,5.08,13.05,7.73,6.57
202008071000 ,3202.01,1927.697,5129.707,5.04,13.02,7.7,6.54
202008071010 ,3175.94,1921.13,5097.07,5.01,13,7.67,6.51
202008071020 ,3148.88,1913.45,5062.33,4.98,12.92,7.62,6.47
202008071030 ,3126.76,1913.629,5040.389,4.96,12.9,7.58,6.43
202008071040 ,3104.48,1914.533,5019.013,4.93,12.85,7.55,6.39
202008071050 ,3075.8,1913.164,4988.964,4.89,12.86,7.51,6.35
202008071100 ,3051.43,1914.602,4966.032,4.86,12.8,7.49,6.32
202008071110 ,3026.81,1913.879,4940.689,4.83,12.78,7.43,6.27
202008071120 ,3003.02,1911.349,4914.369,4.79,12.73,7.4,6.24
202008071130 ,2982.48,1918.901,4901.381,4.77,12.7,7.36,6.2
202008071140 ,2955.39,1936.613,4892.003,4.75,12.68,7.35,6.15
202008071150 ,2938.06,1939.934,4877.994,4.71,12.63,7.31,6.12
202008071200 ,2914.94,1940.755,4855.695,4.69,12.59,7.27,6.07
202008071210 ,2892.86,1931.712,4824.572,4.67,12.57,7.24,6.03
202008071220 ,2869.86,1936.838,4806.698,4.62,12.52,7.2,6
202008071230 ,2848.56,1928.227,4776.787,4.59,12.49,7.19,5.96
202008071240 ,2825.92,1926.198,4752.118,4.58,12.46,7.14,5.93
202008071250 ,2806.66,1933.724,4740.384,4.56,12.45,7.11,5.89
202008071300 ,2790.37,1932.358,4722.728,4.53,12.41,7.06,5.85
202008071310 ,2770.62,1933.701,4704.321,4.5,12.37,7.05,5.82
202008071320 ,2753.14,1934.275,4687.415,4.48,12.34,7.01,5.79
202008071330 ,2732.34,1934.552,4666.892,4.47,12.33,6.99,5.76
202008071340 ,2713.26,1929.941,4643.201,4.43,12.32,6.96,5.73
202008071350 ,2694.99,1934.263,4629.253,4.42,12.27,6.92,5.69
202008071400 ,2680.39,1934.905,4615.295,4.39,12.22,6.9,5.66
202008071410 ,2655,1933.526,4588.526,4.34,12.2,6.86,5.63
202008071420 ,2640.7,1933.378,4574.078,4.35,12.15,6.83,5.6
202008071430 ,2621.68,1931.704,4553.384,4.31,12.17,6.81,5.57
202008071440 ,2601.8,1919.481,4521.281,4.33,12.1,6.77,5.54
202008071450 ,2589.16,1905.203,4494.363,4.28,12.1,6.76,5.52
202008071500 ,2568.36,1887.815,4456.175,4.27,12.06,6.73,5.49
202008071510 ,2551.36,1874.628,4425.988,4.23,12.04,6.7,5.46
202008071520 ,2536.89,1858.925,4395.815,4.2,12,6.67,5.44
202008071530 ,2517.79,1842.385,4360.175,4.19,11.97,6.63,5.41
202008071540 ,2506.53,1825.838,4332.368,4.18,11.95,6.62,5.38
202008071550 ,2490.16,1809.163,4299.323,4.15,11.93,6.58,5.36
202008071600 ,2466.24,1791.363,4257.603,4.14,11.9,6.58,5.34
202008071610 ,2454.7,1773.96,4228.66,4.12,11.89,6.54,5.31
202008071620 ,2437.51,1756.402,4193.912,4.07,11.85,6.52,5.29
202008071630 ,2422.74,1738.947,4161.687,4.07,11.83,6.49,5.26
202008071640 ,2411.2,1721.192,4132.392,4.04,11.79,6.47,5.24
202008071650 ,2397.09,1701.225,4098.315,4.02,11.76,6.44,5.22
202008071700 ,2378.74,1683.56,4062.3,4.01,11.74,6.42,5.19
202008071710 ,2365.07,1666.939,4032.009,3.99,11.71,6.39,5.17
202008071720 ,2350.17,1648.122,3998.292,3.99,11.68,6.36,5.14
202008071730 ,2343.07,1628.309,3971.379,3.97,11.65,6.35,5.12
202008071740 ,2325.46,1608.535,3933.995,3.94,11.61,6.31,5.1
202008071750 ,2312.24,1588.611,3900.851,3.91,11.58,6.28,5.08
202008071800 ,2303.2,1567.214,3870.414,3.91,11.56,6.26,5.06
202008071810 ,2286.64,1546.541,3833.181,3.89,11.5,6.23,5.04
202008071820 ,2274.72,1525.553,3800.273,3.88,11.47,6.2,5.02
202008071830 ,2259.63,1504.245,3763.875,3.87,11.45,6.17,5
202008071840 ,2249.66,1482.878,3732.538,3.85,11.4,6.14,4.97
202008071850 ,2239.99,1459.435,3699.425,3.81,11.37,6.11,4.95
202008071900 ,2226.52,1434.318,3660.838,3.81,11.34,6.08,4.93
202008071910 ,2211.6,1409.642,3621.242,3.78,11.3,6.04,4.91
202008071920 ,2197.26,1383.943,3581.203,3.77,11.27,6.01,4.88
202008071930 ,2186.5,1359.477,3545.977,3.74,11.21,5.98,4.87
202008071940 ,2175.88,1334.12,3510,3.74,11.19,5.95,4.85
202008071950 ,2163.33,1309.389,3472.719,3.71,11.15,5.93,4.83
202008072000 ,2151.06,1283.034,3434.094,3.7,11.09,5.89,4.81
202008072010 ,2140.37,1255.879,3396.249,3.71,11.08,5.86,4.8
202008072020 ,2126.31,1224.881,3351.191,3.66,11.03,5.83,4.81
202008072030 ,2111.32,1194.619,3305.939,3.66,10.99,5.79,4.83
202008072040 ,2099.98,1164.683,3264.663,3.64,10.96,5.75,4.85
202008072050 ,2085.18,1134.215,3219.395,3.62,10.93,5.73,4.88
202008072100 ,2071.67,1102.429,3174.099,3.62,10.88,5.7,4.9
202008072110 ,2055.45,1071.928,3127.378,3.59,10.82,5.66,4.92
202008072120 ,2035.39,1032.756,3068.146,3.57,10.79,5.63,4.93
202008072130 ,2016.5,995.146,3011.646,3.55,10.74,5.6,4.94
202008072140 ,1994,957.499,2951.499,3.55,10.7,5.56,4.94
202008072150 ,1967.52,920.224,2887.744,3.5,10.65,5.52,4.93
202008072200 ,1935.76,884.709,2820.469,3.49,10.6,5.48,4.91
202008072210 ,1912.12,851.45,2763.57,3.46,10.56,5.45,4.89
202008072220 ,1882.78,818.402,2701.182,3.43,10.49,5.41,4.86
202008072230 ,1854.75,788.061,2642.811,3.39,10.46,5.37,4.83
202008072240 ,1828,759.763,2587.763,3.36,10.4,5.33,4.79
202008072250 ,1797.32,732.561,2529.881,3.36,10.36,5.3,4.75
202008072300 ,1768.01,705.952,2473.962,3.3,10.29,5.25,4.7
202008072310 ,1743.99,681.182,2425.172,3.29,10.25,5.2,4.66
202008072320 ,1716.32,657.705,2374.025,3.25,10.17,5.17,4.62
202008072330 ,1695.64,634.757,2330.397,3.21,10.11,5.12,4.58
202008072340 ,1671.01,612.977,2283.987,3.18,10.03,5.07,4.54
202008072350 ,1652.91,592.559,2245.469,3.17,9.96,5.02,4.5
202008072400 ,1632.96,572.447,2205.407,3.14,9.9,4.97,4.45
202008080010 ,1620.31,554.466,2174.776,3.11,9.8,4.92,4.41
202008080020 ,1609.57,537.496,2147.066,3.12,9.77,4.86,4.37
202008080030 ,1596.43,522.072,2118.502,3.08,9.69,4.81,4.33
202008080040 ,1586.42,507.317,2093.737,3.06,9.62,4.76,4.29
202008080050 ,1578.88,495.259,2074.139,3.01,9.54,4.71,4.25
202008080100 ,1574.5,483.484,2057.984,3.02,9.46,4.65,4.21
202008080110 ,1567.2,470.566,2037.766,3.01,9.41,4.59,4.17
202008080120 ,1563.55,457.984,2021.534,3.02,9.34,4.54,4.13
202008080130 ,1559.9,445.71,2005.61,2.97,9.28,4.49,4.09
202008080140 ,1559.17,432.536,1991.706,2.99,9.21,4.43,4.05
202008080150 ,1557.71,421.072,1978.782,2.95,9.14,4.38,4.01
202008080200 ,1554.06,408.588,1962.648,2.94,9.09,4.33,3.97
202008080210 ,1552.6,396.425,1949.025,2.92,9.05,4.28,3.93
202008080220 ,1552.6,383.731,1936.331,2.97,8.99,4.23,3.89
202008080230 ,1552.6,368.468,1921.068,2.9,8.93,4.19,3.85
202008080240 ,1552.6,358.565,1911.165,2.98,8.9,4.14,3.81
202008080250 ,1548.64,347.611,1896.251,2.97,8.86,4.1,3.77
202008080300 ,1543.08,335.885,1878.965,2.96,8.81,4.06,3.73
202008080310 ,1538.7,324.68,1863.38,2.95,8.77,4.02,3.69
202008080320 ,1538.7,313.578,1852.278,2.96,8.74,3.98,3.65
202008080330 ,1538.7,302.395,1841.095,2.95,8.72,3.95,3.6
202008080340 ,1532.86,295.646,1828.506,2.93,8.68,3.91,3.57
202008080350 ,1531.4,288.294,1819.694,2.95,8.64,3.89,3.52
202008080400 ,1530.67,280.882,1811.552,2.94,8.63,3.86,3.49
202008080410 ,1527.02,275.117,1802.137,2.94,8.6,3.83,3.45
202008080420 ,1524.1,270.064,1794.164,2.9,8.57,3.8,3.41
202008080430 ,1520.8,265.765,1786.565,2.95,8.56,3.78,3.37
202008080440 ,1516.83,261.29,1778.12,2.92,8.52,3.75,3.33
202008080450 ,1513.48,258.874,1772.354,2.93,8.5,3.72,3.3
202008080500 ,1507.09,254.223,1761.313,2.9,8.48,3.71,3.26
202008080510 ,1503.5,250.021,1753.521,2.91,8.46,3.68,3.22
202008080520 ,1502.77,247.541,1750.311,2.92,8.44,3.66,3.19
202008080530 ,1499.85,246.136,1745.986,2.92,8.42,3.64,3.15
202008080540 ,1497.66,242.056,1739.716,2.89,8.4,3.62,3.12
202008080550 ,1498.39,239.858,1738.248,2.91,8.37,3.6,3.09
202008080600 ,1503.5,239.016,1742.516,2.91,8.34,3.59,3.06
202008080610 ,1507.15,236.967,1744.117,2.88,8.33,3.57,3.02
202008080620 ,1514.8,234.778,1749.578,2.9,8.31,3.55,2.99
202008080630 ,1520.8,233.662,1754.462,2.91,8.29,3.53,2.96
202008080640 ,1530.67,231.895,1762.565,2.91,8.27,3.52,2.94
202008080650 ,1540.09,230.972,1771.062,2.91,8.25,3.5,2.91
202008080700 ,1552.6,229.534,1782.134,2.93,8.24,3.49,2.88
202008080710 ,1565.01,228.811,1793.821,2.92,8.23,3.47,2.85
202008080720 ,1576.69,228.029,1804.719,2.93,8.21,3.45,2.83
202008080730 ,1587.29,225.737,1813.027,2.94,8.21,3.44,2.8
202008080740 ,1596.43,225.54,1821.97,2.97,8.2,3.43,2.78
202008080750 ,1607.38,222.986,1830.366,2.98,8.19,3.42,2.77
202008080800 ,1617.6,222.132,1839.732,3,8.19,3.41,2.78
202008080810 ,1623.61,221.867,1845.477,3,8.2,3.4,2.85
202008080820 ,1631.5,219.511,1851.011,2.99,8.2,3.39,3.07
202008080830 ,1633.69,219.708,1853.398,3.02,8.21,3.39,3.38
202008080840 ,1640.26,218.529,1858.789,3.04,8.22,3.39,3.65
202008080850 ,1638.8,216.627,1855.427,3.04,8.22,3.39,3.85
202008080900 ,1638.8,215.91,1854.71,3.03,8.23,3.39,4.01
202008080910 ,1638.8,214.206,1853.006,3.05,8.24,3.39,4.12
202008080920 ,1635.15,212.792,1847.942,3.02,8.26,3.39,4.21
202008080930 ,1631.5,213.185,1844.685,3.06,8.26,3.4,4.26
202008080940 ,1624.2,211.193,1835.393,3.05,8.26,3.41,4.28
202008080950 ,1618.26,210.458,1828.718,3.01,8.28,3.4,4.27
202008081000 ,1615.41,208.924,1824.334,3.04,8.28,3.41,4.22
202008081010 ,1609.57,208.185,1817.755,3.03,8.28,3.41,4.16
202008081020 ,1603,205.357,1808.357,3.03,8.28,3.41,4.1
202008081030 ,1594.97,201.265,1796.235,3.04,8.28,3.41,4.04
202008081040 ,1585.76,201.91,1787.67,3,8.28,3.41,3.97
202008081050 ,1577.42,199.391,1776.811,3.01,8.28,3.41,3.9
202008081100 ,1565.74,197.308,1763.048,2.98,8.27,3.41,3.83
202008081110 ,1559.9,198.403,1758.303,2.97,8.27,3.4,3.75
202008081120 ,1547.32,198.523,1745.843,2.98,8.26,3.4,3.67
202008081130 ,1539.43,194.071,1733.501,2.97,8.25,3.4,3.59
202008081140 ,1531.4,193.976,1725.376,2.96,8.24,3.4,3.52
202008081150 ,1520.13,192.353,1712.483,2.94,8.23,3.4,3.45
202008081200 ,1509.34,190.794,1700.134,2.95,8.22,3.39,3.38
202008081210 ,1499.12,186.937,1686.057,2.93,8.21,3.38,3.32
202008081220 ,1489.6,186.887,1676.487,2.9,8.19,3.37,3.26
202008081230 ,1481.44,185.838,1667.278,2.9,8.18,3.36,3.2
202008081240 ,1469.66,185.653,1655.313,2.88,8.17,3.36,3.14
202008081250 ,1464.62,184.314,1648.934,2.89,8.16,3.35,3.08
202008081300 ,1453.02,178.754,1631.774,2.88,8.14,3.34,3.03
202008081310 ,1445.48,178.414,1623.894,2.88,8.11,3.33,2.98
202008081320 ,1436.43,176.865,1613.295,2.84,8.11,3.32,2.93
202008081330 ,1427.8,177.26,1605.06,2.82,8.09,3.3,2.89
202008081340 ,1415.99,174.977,1590.967,2.82,8.07,3.29,2.83
202008081350 ,1409.83,170.73,1580.56,2.82,8.05,3.28,2.79
202008081400 ,1400.5,170.755,1571.255,2.8,8.04,3.27,2.76
202008081410 ,1389.21,169.501,1558.711,2.79,8.02,3.26,2.72
202008081420 ,1381.26,167.917,1549.177,2.78,8,3.24,2.68
202008081430 ,1373.91,167.802,1541.712,2.78,7.99,3.23,2.65
202008081440 ,1365.5,165.394,1530.894,2.75,7.97,3.22,2.61
202008081450 ,1355.46,163.861,1519.321,2.77,7.96,3.2,2.58
202008081500 ,1346.15,165.559,1511.709,2.75,7.93,3.2,2.55
202008081510 ,1337.7,161.657,1499.357,2.74,7.91,3.18,2.52
202008081520 ,1333.24,159.439,1492.679,2.69,7.89,3.17,2.49
202008081530 ,1323.8,160.189,1483.989,2.71,7.88,3.16,2.46
202008081540 ,1316,159.035,1475.035,2.69,7.85,3.15,2.44
202008081550 ,1306.3,155.363,1461.663,2.68,7.84,3.13,2.41
202008081600 ,1298.08,155.557,1453.637,2.68,7.83,3.12,2.39
202008081610 ,1291.2,153.773,1444.973,2.67,7.8,3.1,2.36
202008081620 ,1284.29,152.035,1436.325,2.68,7.79,3.1,2.34
202008081630 ,1277.3,149.696,1426.996,2.64,7.78,3.08,2.32
202008081640 ,1270.7,150.296,1420.996,2.64,7.76,3.07,2.29
202008081650 ,1259.33,147.403,1406.733,2.64,7.74,3.06,2.28
202008081700 ,1250.8,146.609,1397.409,2.62,7.73,3.04,2.26
202008081710 ,1244.17,145.694,1389.864,2.61,7.71,3.03,2.24
202008081720 ,1238.1,145.575,1383.675,2.62,7.69,3.02,2.22
202008081730 ,1230.09,145.47,1375.56,2.6,7.68,3.01,2.2
202008081740 ,1220.78,143.296,1364.076,2.6,7.66,3,2.18
202008081750 ,1214,143.281,1357.281,2.58,7.64,2.99,2.16
202008081800 ,1209.45,142.247,1351.697,2.57,7.62,2.97,2.15
202008081810 ,1203.7,139.504,1343.204,2.57,7.61,2.96,2.13
202008081820 ,1197.1,138.125,1335.225,2.56,7.59,2.95,2.12
202008081830 ,1188.74,137.376,1326.116,2.55,7.58,2.94,2.1
202008081840 ,1181.4,137.197,1318.597,2.54,7.56,2.93,2.09
202008081850 ,1176,135.383,1311.383,2.53,7.54,2.92,2.08
202008081900 ,1169.33,134.469,1303.799,2.51,7.53,2.91,2.07
202008081910 ,1161.08,134.769,1295.849,2.52,7.51,2.89,2.05
202008081920 ,1157.3,132.266,1289.566,2.52,7.5,2.88,2.04
202008081930 ,1151.3,132.056,1283.356,2.51,7.48,2.85,2.03
202008081940 ,1143.5,130.917,1274.417,2.48,7.47,2.86,2.02
202008081950 ,1136.3,130.392,1266.692,2.46,7.45,2.85,2.01
202008082000 ,1130.62,128.983,1259.603,2.46,7.43,2.84,2
202008082010 ,1124.2,129.123,1253.323,2.44,7.42,2.83,1.99
202008082020 ,1120.06,126.545,1246.605,2.45,7.41,2.82,2
